freekick_id,match_id,time,team_taking,freekick_type,location_x,location_y,delivery_target,outcome,is_shot,is_clearance,is_goal,winning_duel_id,contact_location_x,contact_location_y
4222,423,73.36,Wolfsberger AC,direct,64.26,43.47,far post,clearance,False,True,False,189251.0,58.94,43.46
4223,423,35.71,Wolfsberger AC,direct,96.96,34.53,near post,shot,True,False,False,221660.0,80.06,26.13
4224,423,2.35,Coritiba,layoff,98.09,35.27,near post,second ball,False,False,False,261745.0,32.23,11.73
4231,424,35.45,Hertha BSC,direct,45.13,4.62,edge box,shot,True,False,False,259446.0,19.26,13.47
4232,424,66.45,Manchester City,cross,93.48,44.29,near post,clearance,False,True,False,193698.0,27.39,28.11
4233,424,7.2,Hertha BSC,indirect,21.95,2.53,penalty spot,clearance,False,True,False,245940.0,70.73,29.2
4234,424,67.24,Manchester City,direct,58.39,35.75,far post,shot,True,False,False,210502.0,17.2,17.55
4235,424,15.41,Manchester City,layoff,84.88,9.95,near post,shot,True,False,False,262155.0,75.91,8.86
4241,425,73.42,Borussia Mönchengladbach,indirect,5.74,23.19,edge box,no outcome,False,False,False,236355.0,16.84,36.58
4242,425,17.98,Ceará Sporting Club,cross,38.56,15.29,far post,shot,True,False,False,242562.0,67.56,13.39
4243,425,63.84,Ceará Sporting Club,layoff,37.59,39.03,edge box,second ball,False,False,False,181458.0,95.47,18.1
4251,426,38.01,1. FSV Mainz 05,cross,54.2,48.95,near post,shot,True,False,False,255611.0,12.85,27.49
4252,426,77.71,Leeds United,cross,86.61,22.17,edge box,clearance,False,True,False,230403.0,51.55,31.96
4253,426,43.24,Leeds United,cross,77.54,23.95,near post,clearance,False,True,False,223082.0,69.46,26.95
4254,426,29.59,Leeds United,cross,39.77,5.11,penalty spot,clearance,False,True,False,230329.0,33.8,5.74
4255,426,71.87,1. FSV Mainz 05,indirect,19.24,13.3,near post,goal,True,False,True,239267.0,47.15,35.89
4261,427,45.64,Salernitana,direct,78.75,15.73,edge box,clearance,False,True,False,236166.0,26.97,17.92
4262,427,2.09,Orlando Pirates,direct,18.53,6.08,penalty spot,no outcome,False,False,False,207807.0,59.37,25.16
4263,427,84.59,Salernitana,direct,30.02,21.59,near post,clearance,False,True,False,230376.0,55.99,13.48
4271,428,35.31,Arsenal,direct,5.16,5.36,near post,clearance,False,True,False,199763.0,47.3,35.03
4272,428,45.96,West Bromwich Albion,direct,88.23,6.71,far post,second ball,False,False,False,268326.0,96.26,4.5
4273,428,45.73,Arsenal,cross,4.18,20.26,penalty spot,no outcome,False,False,False,237540.0,22.64,48.4
4274,428,33.15,West Bromwich Albion,layoff,89.57,49.77,near post,no outcome,False,False,False,230368.0,75.75,28.9
4281,429,35.19,Santos,direct,6.47,34.48,penalty spot,clearance,False,True,False,234112.0,48.92,23.92
4291,430,77.7,TSG Hoffenheim,layoff,70.99,39.93,far post,clearance,False,True,False,225128.0,32.68,22.69
4292,430,55.19,Bayer 04 Leverkusen,direct,43.54,9.28,penalty spot,no outcome,False,False,False,263043.0,30.41,8.42
4293,430,7.53,Bayer 04 Leverkusen,cross,68.38,14.24,near post,goal,True,False,True,198904.0,27.46,49.92
4294,430,37.4,Bayer 04 Leverkusen,direct,39.82,44.46,edge box,second ball,False,False,False,256197.0,18.34,12.11
4301,431,30.22,PFC CSKA Moscow,cross,52.52,43.14,penalty spot,shot,True,False,False,251762.0,93.9,9.19
4302,431,72.03,Associação Chapecoense de Futebol,cross,57.01,47.87,far post,goal,True,False,True,237502.0,18.98,14.34
4303,431,35.44,PFC CSKA Moscow,direct,29.04,3.11,near post,clearance,False,True,False,229513.0,70.05,48.49
4304,431,36.08,Associação Chapecoense de Futebol,direct,98.58,42.54,penalty spot,shot,True,False,False,165109.0,56.37,16.79
4311,432,75.53,Associação Chapecoense de Futebol,direct,66.61,12.16,penalty spot,clearance,False,True,False,237509.0,88.29,10.6
4312,432,54.18,Associação Chapecoense de Futebol,cross,91.1,15.74,far post,no outcome,False,False,False,266882.0,38.0,6.08
4313,432,22.36,Associação Chapecoense de Futebol,cross,11.86,44.12,near post,clearance,False,True,False,224251.0,86.62,13.25
4314,432,9.53,Botafogo,indirect,19.53,30.79,far post,clearance,False,True,False,195859.0,68.93,45.41
4315,432,60.22,Associação Chapecoense de Futebol,indirect,37.81,23.28,near post,shot,True,False,False,229487.0,14.7,32.08
4321,433,72.82,Internacional,indirect,73.11,31.45,edge box,clearance,False,True,False,193011.0,59.99,37.73
4322,433,16.86,Bologna,layoff,32.51,18.56,edge box,shot,True,False,False,230425.0,35.49,20.77
4323,433,44.38,Internacional,layoff,62.83,47.12,edge box,shot,True,False,False,158777.0,39.82,39.77
4324,433,47.62,Bologna,indirect,10.69,18.95,near post,no outcome,False,False,False,193264.0,22.11,31.75
4325,433,79.27,Internacional,direct,25.59,30.41,penalty spot,no outcome,False,False,False,230399.0,25.98,2.69
4331,434,39.69,Leicester City,direct,94.08,46.37,near post,shot,True,False,False,251457.0,71.77,27.61
4332,434,21.96,Leicester City,layoff,98.69,0.28,penalty spot,clearance,False,True,False,255611.0,43.85,33.37
4341,435,78.36,Fluminense,direct,77.79,30.7,penalty spot,second ball,False,False,False,235442.0,83.41,38.36
4351,436,44.09,Crotone,cross,59.11,12.08,far post,no outcome,False,False,False,230364.0,6.1,41.43
4352,436,48.96,Crotone,cross,95.54,5.6,near post,goal,True,False,True,239097.0,5.76,24.32
4353,436,51.01,Crotone,layoff,98.38,33.41,near post,clearance,False,True,False,224808.0,37.23,4.99
4354,436,57.81,Crotone,direct,87.38,7.52,edge box,goal,True,False,True,233981.0,24.26,25.17
4355,436,23.68,Crotone,cross,78.19,32.95,penalty spot,shot,True,False,False,257028.0,70.49,27.3
4361,437,48.09,Lokomotiv Moskva,indirect,20.41,47.68,near post,second ball,False,False,False,256942.0,88.92,37.77
4362,437,54.04,Lokomotiv Moskva,indirect,7.11,2.74,penalty spot,no outcome,False,False,False,266877.0,78.65,24.06
4371,438,23.42,Hertha BSC,indirect,40.06,2.2,penalty spot,shot,True,False,False,199652.0,94.84,44.28
4372,438,46.72,Everton,cross,66.39,19.48,penalty spot,goal,True,False,True,225128.0,5.95,49.55
4373,438,63.74,Hertha BSC,cross,62.65,17.68,penalty spot,clearance,False,True,False,248576.0,0.14,42.52
4381,439,36.04,SV Werder Bremen,layoff,9.73,33.53,edge box,second ball,False,False,False,236112.0,25.6,12.24
4382,439,82.74,SV Werder Bremen,layoff,50.78,25.32,far post,goal,True,False,True,227154.0,81.77,25.92
4383,439,71.75,Torino,layoff,74.18,28.02,penalty spot,no outcome,False,False,False,253002.0,95.55,4.52
4391,440,55.92,Udinese,indirect,34.36,5.14,edge box,shot,True,False,False,179783.0,65.72,7.27
4401,441,85.08,SPAL,layoff,94.64,13.38,far post,no outcome,False,False,False,238041.0,22.03,2.84
4402,441,54.59,Manchester City,layoff,53.3,34.17,edge box,clearance,False,True,False,230201.0,73.86,11.45
4403,441,46.35,Manchester City,layoff,99.95,35.01,far post,shot,True,False,False,256261.0,8.9,21.91
4404,441,29.25,SPAL,direct,30.25,31.81,far post,clearance,False,True,False,256556.0,13.71,14.95
4405,441,57.38,Manchester City,direct,69.44,26.8,edge box,shot,True,False,False,263597.0,45.3,47.85
4411,442,25.63,São Paulo,cross,11.19,41.84,penalty spot,shot,True,False,False,220534.0,0.77,42.76
4421,443,6.63,SC Paderborn 07,direct,55.46,46.27,edge box,clearance,False,True,False,229818.0,2.38,44.48
4422,443,24.69,SC Paderborn 07,layoff,65.76,31.95,near post,clearance,False,True,False,186881.0,40.12,40.28
4423,443,18.83,FC Flyeralarm Admira,cross,10.2,5.37,near post,clearance,False,True,False,212127.0,42.49,10.13
4431,444,43.23,América Mineiro,direct,22.94,2.84,edge box,shot,True,False,False,225782.0,88.09,49.13
4432,444,74.98,América Mineiro,indirect,88.32,10.68,far post,shot,True,False,False,258607.0,29.48,49.91
4441,445,35.2,VfL Wolfsburg,layoff,54.63,1.06,penalty spot,no outcome,False,False,False,244591.0,28.34,38.03
4442,445,75.8,VfL Wolfsburg,indirect,16.58,35.01,penalty spot,goal,True,False,True,230424.0,87.45,12.32
4451,446,28.26,Sampdoria,cross,92.73,44.21,near post,no outcome,False,False,False,234025.0,35.59,26.08
4452,446,86.26,Brighton & Hove Albion,layoff,32.43,35.69,far post,second ball,False,False,False,209297.0,54.0,20.63
4453,446,58.35,Brighton & Hove Albion,direct,19.86,1.86,edge box,clearance,False,True,False,234894.0,48.92,30.36
4454,446,47.73,Sampdoria,cross,20.57,23.33,edge box,clearance,False,True,False,229071.0,35.85,11.47
4461,447,64.45,Torino,layoff,55.19,10.37,far post,shot,True,False,False,257243.0,86.02,7.05
4471,448,64.81,Hartberg,direct,73.15,12.18,near post,second ball,False,False,False,168435.0,6.76,29.42
4481,449,71.62,FC Flyeralarm Admira,layoff,64.39,25.18,far post,goal,True,False,True,258171.0,91.09,4.87
4482,449,36.48,FC Flyeralarm Admira,direct,75.49,35.63,edge box,goal,True,False,True,201508.0,81.94,42.73
4483,449,13.46,FC Flyeralarm Admira,cross,23.24,18.67,edge box,second ball,False,False,False,237509.0,45.17,15.13
4491,450,12.75,Sheffield United,direct,69.17,27.55,edge box,no outcome,False,False,False,219594.0,82.42,0.59
4492,450,43.4,Brentford,direct,29.77,4.95,far post,second ball,False,False,False,221697.0,12.8,0.37
4493,450,72.87,Brentford,layoff,91.85,14.69,far post,clearance,False,True,False,205897.0,77.43,1.94
4494,450,87.58,Sheffield United,indirect,96.85,30.58,penalty spot,shot,True,False,False,270136.0,14.7,41.65
4495,450,52.45,Brentford,cross,84.7,29.87,far post,clearance,False,True,False,252279.0,10.41,25.99
4501,451,7.04,Aston Villa,cross,99.51,19.06,edge box,clearance,False,True,False,247409.0,8.95,21.35
4502,451,76.46,Aston Villa,direct,91.12,48.24,penalty spot,goal,True,False,True,263950.0,11.88,20.45
4503,451,17.56,Torino F.C.,indirect,7.09,45.95,far post,shot,True,False,False,221768.0,77.94,3.51
4504,451,68.73,Torino F.C.,cross,12.17,45.85,far post,clearance,False,True,False,230297.0,21.62,38.19
4505,451,67.78,Aston Villa,direct,85.88,5.75,far post,second ball,False,False,False,243237.0,80.76,33.46
4511,452,68.85,FC Augsburg,layoff,70.09,27.18,penalty spot,clearance,False,True,False,245020.0,34.2,10.28
4521,453,44.11,VfL Bochum 1848,layoff,14.84,39.88,far post,clearance,False,True,False,259446.0,32.95,39.66
4522,453,89.33,VfL Bochum 1848,cross,56.75,39.18,far post,shot,True,False,False,188377.0,70.66,21.02
4523,453,47.2,Ceará,layoff,50.56,46.15,edge box,second ball,False,False,False,259011.0,28.24,31.66
4531,454,36.7,Nottingham Forest,cross,1.39,21.44,far post,shot,True,False,False,207807.0,16.97,0.05
4532,454,66.95,FC Union Berlin,layoff,77.75,47.48,far post,shot,True,False,False,235840.0,89.77,49.9
4533,454,8.61,Nottingham Forest,indirect,21.3,34.58,near post,second ball,False,False,False,212242.0,69.1,4.95
4541,455,40.25,Crotone,direct,96.86,37.2,penalty spot,second ball,False,False,False,225782.0,14.21,25.83
4542,455,72.62,SPAL,direct,72.32,29.06,near post,clearance,False,True,False,204497.0,43.32,38.19
4551,456,29.13,Cagliari,cross,79.52,24.6,penalty spot,shot,True,False,False,190362.0,2.97,4.9
4552,456,63.56,Cremonese,cross,68.74,18.66,near post,second ball,False,False,False,205670.0,33.35,49.48
4561,457,48.24,FC Köln,layoff,55.45,49.58,far post,no outcome,False,False,False,254243.0,47.22,46.33
4562,457,2.34,Botafogo,direct,79.61,5.06,penalty spot,clearance,False,True,False,252027.0,15.99,34.41
4563,457,31.09,FC Köln,indirect,76.25,2.63,edge box,second ball,False,False,False,198261.0,90.21,7.36
4564,457,40.06,Botafogo,indirect,77.71,4.15,near post,shot,True,False,False,244260.0,54.61,47.1
4565,457,29.37,FC Köln,indirect,8.32,32.45,edge box,second ball,False,False,False,237328.0,34.09,29.34
4571,458,73.34,VfL Bochum 1848,layoff,33.63,35.01,penalty spot,goal,True,False,True,252438.0,92.14,0.52
4572,458,27.72,VfL Bochum 1848,direct,70.29,5.75,far post,clearance,False,True,False,263312.0,87.16,44.62
4573,458,17.06,Liverpool,layoff,29.23,23.15,near post,clearance,False,True,False,248698.0,53.47,23.52
4574,458,7.06,VfL Bochum 1848,cross,61.33,26.32,edge box,goal,True,False,True,169115.0,47.76,34.83
4575,458,53.37,VfL Bochum 1848,layoff,34.06,9.59,near post,clearance,False,True,False,230302.0,78.99,9.13
4581,459,17.71,SK Sturm Graz,layoff,87.18,42.7,near post,clearance,False,True,False,235834.0,25.4,48.73
4582,459,17.16,Crotone,layoff,4.84,48.83,near post,shot,True,False,False,266293.0,49.01,12.78
4591,460,66.2,Bologna,cross,11.98,42.85,edge box,clearance,False,True,False,198329.0,10.3,35.39
4592,460,34.12,Bologna,layoff,71.76,36.25,far post,clearance,False,True,False,204485.0,0.69,12.62
4593,460,2.57,Bologna,cross,84.36,42.45,near post,second ball,False,False,False,190941.0,59.61,27.83
4594,460,64.61,Bologna,layoff,49.16,14.24,far post,clearance,False,True,False,235055.0,6.28,45.17
4601,461,51.55,Associação Chapecoense de Futebol,indirect,47.04,30.21,edge box,clearance,False,True,False,230327.0,43.23,47.06
4611,462,22.92,Brentford,indirect,0.93,44.68,edge box,clearance,False,True,False,263093.0,3.42,37.11
4621,463,13.28,Bahia,layoff,85.62,7.75,penalty spot,no outcome,False,False,False,230382.0,35.43,19.32
4622,463,12.77,Bahia,layoff,70.35,49.01,penalty spot,shot,True,False,False,216267.0,53.19,0.01
4631,464,1.98,Vasco da Gama,layoff,99.73,40.33,far post,clearance,False,True,False,256392.0,7.03,6.89
4632,464,24.79,Vasco da Gama,cross,21.57,43.66,far post,second ball,False,False,False,186158.0,56.83,34.25
4633,464,32.89,Vasco da Gama,cross,90.14,14.94,far post,goal,True,False,True,215590.0,41.72,42.23
4641,465,69.63,Southampton,direct,21.89,5.39,near post,goal,True,False,True,230328.0,72.66,42.45
4642,465,79.24,Mamelodi Sundowns,layoff,3.45,32.12,edge box,clearance,False,True,False,201024.0,53.97,33.41
4643,465,22.97,Mamelodi Sundowns,direct,64.85,6.32,near post,clearance,False,True,False,231073.0,88.11,49.9
4644,465,78.86,Southampton,direct,18.24,45.26,edge box,clearance,False,True,False,208335.0,45.77,2.93
4645,465,34.48,Southampton,cross,55.11,5.52,penalty spot,second ball,False,False,False,247263.0,38.16,19.76
4651,466,74.67,São Paulo,layoff,81.03,44.39,far post,shot,True,False,False,268132.0,69.56,37.32
4652,466,73.14,São Paulo,direct,23.57,14.96,penalty spot,second ball,False,False,False,268623.0,51.53,13.83
4653,466,2.71,São Paulo,indirect,56.96,0.87,edge box,goal,True,False,True,235740.0,16.9,43.01
4654,466,69.66,São Paulo,direct,10.87,41.99,far post,shot,True,False,False,258648.0,21.78,4.11
4655,466,81.32,São Paulo,direct,56.36,6.09,far post,second ball,False,False,False,235108.0,42.4,42.09
4661,467,67.96,SC Freiburg,cross,48.08,17.29,penalty spot,no outcome,False,False,False,216266.0,43.85,19.61
4662,467,86.21,SC Freiburg,indirect,68.65,42.97,far post,shot,True,False,False,230240.0,65.12,22.64
4663,467,58.97,SC Freiburg,layoff,52.47,27.19,far post,shot,True,False,False,236075.0,20.1,41.47
4664,467,81.18,SC Freiburg,layoff,45.28,7.29,far post,clearance,False,True,False,255654.0,5.41,39.5
4665,467,74.24,SC Freiburg,indirect,0.47,18.35,near post,shot,True,False,False,245537.0,43.55,28.88
4671,468,69.61,U.C. Sampdoria,indirect,80.12,12.55,edge box,goal,True,False,True,182184.0,79.29,15.43
4672,468,56.01,Udinese Calcio,indirect,18.82,13.94,near post,second ball,False,False,False,245347.0,4.15,47.84
4673,468,16.01,U.C. Sampdoria,cross,63.39,3.52,penalty spot,shot,True,False,False,219655.0,59.68,10.02
4674,468,68.33,Udinese Calcio,direct,45.22,13.72,edge box,goal,True,False,True,245054.0,39.76,16.46
4675,468,49.67,Udinese Calcio,indirect,0.82,48.98,far post,shot,True,False,False,241202.0,14.83,7.1
4681,469,54.47,SK Rapid Wien,direct,90.2,40.62,near post,clearance,False,True,False,230020.0,80.64,4.44
4682,469,32.43,Borussia Mönchengladbach,indirect,15.29,0.11,edge box,shot,True,False,False,189390.0,25.61,41.82
4683,469,28.09,SK Rapid Wien,layoff,17.1,41.58,edge box,shot,True,False,False,243856.0,73.1,32.91
4684,469,6.4,Borussia Mönchengladbach,cross,29.74,10.55,near post,goal,True,False,True,246671.0,92.9,4.98
4691,470,24.1,Coritiba,direct,61.35,31.2,near post,shot,True,False,False,235740.0,48.95,35.23
4692,470,19.57,Coritiba,cross,61.4,28.27,penalty spot,clearance,False,True,False,230187.0,97.28,29.07
4693,470,82.4,Coritiba,layoff,46.48,1.22,penalty spot,shot,True,False,False,215590.0,67.16,26.54
4694,470,29.09,SK Sturm Graz,indirect,8.21,5.06,near post,second ball,False,False,False,192587.0,65.1,5.71
4701,471,87.82,FK Austria Wien,direct,26.35,23.19,penalty spot,goal,True,False,True,266086.0,15.01,26.15
4702,471,66.52,Roma,cross,68.21,29.63,penalty spot,goal,True,False,True,264213.0,4.82,45.63
4703,471,76.95,Roma,indirect,39.73,23.29,near post,shot,True,False,False,210644.0,4.2,23.57
4704,471,74.79,FK Austria Wien,layoff,97.78,35.59,penalty spot,clearance,False,True,False,261281.0,41.88,24.33
4711,472,53.13,Atlético Mineiro,layoff,20.15,33.7,penalty spot,clearance,False,True,False,259569.0,38.32,27.43
4712,472,8.65,Torino,cross,94.85,45.69,edge box,shot,True,False,False,244274.0,10.49,29.12
4713,472,24.32,Atlético Mineiro,indirect,83.4,34.07,near post,clearance,False,True,False,262091.0,3.78,17.47
4721,473,14.26,Juventus,direct,0.03,39.53,edge box,no outcome,False,False,False,225206.0,50.36,7.62
4722,473,84.19,Brentford,cross,1.03,30.47,penalty spot,shot,True,False,False,230366.0,35.71,11.5
4723,473,65.02,Juventus,layoff,55.85,32.72,edge box,clearance,False,True,False,248603.0,43.08,15.65
4731,474,32.21,Bahia,layoff,7.77,33.8,far post,second ball,False,False,False,252964.0,52.98,41.72
4732,474,87.53,Dynamo Kyiv,direct,92.5,10.02,far post,no outcome,False,False,False,189485.0,46.3,45.65
4733,474,58.32,Dynamo Kyiv,direct,35.2,24.57,edge box,second ball,False,False,False,193337.0,87.13,33.63
4734,474,72.86,Bahia,layoff,90.53,18.57,near post,goal,True,False,True,229906.0,77.65,11.73
4741,475,16.48,Ried,indirect,45.43,48.62,penalty spot,clearance,False,True,False,230512.0,5.27,11.21
4742,475,31.4,Arsenal,layoff,72.35,6.76,near post,shot,True,False,False,252573.0,56.32,12.85
4743,475,45.28,Ried,cross,98.1,39.36,penalty spot,clearance,False,True,False,240661.0,37.04,41.71
4751,476,34.22,Ried,cross,68.76,15.19,far post,shot,True,False,False,200212.0,28.7,47.35
4752,476,80.58,Ried,indirect,61.18,0.85,far post,clearance,False,True,False,270047.0,97.13,25.01
4753,476,75.23,Corinthians,indirect,89.83,0.6,penalty spot,no outcome,False,False,False,258805.0,41.66,45.56
4754,476,70.79,Ried,indirect,95.99,48.97,edge box,shot,True,False,False,228681.0,5.5,25.65
4761,477,54.04,Austria Lustenau,direct,28.6,7.55,near post,clearance,False,True,False,236295.0,24.54,25.03
4762,477,17.82,Austria Lustenau,layoff,6.13,3.39,penalty spot,clearance,False,True,False,189712.0,69.77,35.55
4763,477,9.11,Austria Lustenau,direct,97.6,9.65,far post,shot,True,False,False,225189.0,98.68,14.69
4764,477,86.39,Sassuolo,cross,18.23,32.89,edge box,clearance,False,True,False,186143.0,68.13,48.48
4771,478,42.76,SV Werder Bremen,cross,45.79,29.24,near post,clearance,False,True,False,257470.0,87.98,26.93
4772,478,63.8,SV Werder Bremen,cross,11.22,47.83,near post,clearance,False,True,False,256283.0,65.11,26.77
4773,478,32.26,SV Werder Bremen,direct,61.73,41.69,edge box,shot,True,False,False,239818.0,62.22,27.31
4774,478,76.9,SV Werder Bremen,direct,24.05,17.36,penalty spot,goal,True,False,True,226710.0,33.44,0.4
4781,479,19.63,Sassuolo,cross,27.21,8.49,far post,goal,True,False,True,260592.0,28.36,37.48
4791,480,44.64,Brentford,indirect,49.5,5.94,penalty spot,clearance,False,True,False,244349.0,10.2,0.17
4792,480,13.23,Tottenham Hotspur,layoff,16.08,24.65,near post,shot,True,False,False,198946.0,54.03,2.79
4793,480,16.99,Tottenham Hotspur,direct,93.12,46.56,far post,clearance,False,True,False,266162.0,19.64,18.86
4801,481,73.95,Cuiabá,cross,55.37,10.31,edge box,shot,True,False,False,220502.0,71.05,35.98
4811,482,68.38,Ceará,direct,24.34,14.61,edge box,clearance,False,True,False,233984.0,16.11,29.44
4812,482,61.93,Ceará,direct,8.32,20.28,penalty spot,shot,True,False,False,251292.0,57.41,27.26
4821,483,12.45,TSV Egger Glas Hartberg,indirect,95.99,45.09,edge box,clearance,False,True,False,261745.0,65.51,12.36
4822,483,17.05,West Ham United,direct,93.27,14.17,edge box,clearance,False,True,False,212245.0,90.81,20.4
4823,483,13.45,West Ham United,indirect,90.07,37.9,penalty spot,clearance,False,True,False,230191.0,93.03,7.28
4824,483,15.81,West Ham United,direct,50.39,42.94,near post,clearance,False,True,False,267459.0,9.43,18.16
4825,483,72.11,West Ham United,cross,4.8,15.64,penalty spot,goal,True,False,True,230442.0,80.42,11.41
4831,484,29.87,Sassuolo,indirect,14.73,31.97,penalty spot,clearance,False,True,False,210881.0,81.4,17.11
4832,484,41.67,Internacional,layoff,69.32,8.98,edge box,clearance,False,True,False,226129.0,40.44,37.53
4833,484,18.73,Internacional,cross,71.83,7.08,penalty spot,clearance,False,True,False,259036.0,41.18,45.85
4841,485,38.55,WSG Tirol,direct,76.03,29.27,edge box,second ball,False,False,False,204923.0,64.39,39.89
4842,485,86.13,Lecce,indirect,22.01,37.35,far post,clearance,False,True,False,202857.0,90.26,48.96
4843,485,80.7,WSG Tirol,cross,13.78,3.53,near post,shot,True,False,False,244435.0,52.31,27.12
4844,485,16.54,Lecce,cross,7.94,34.16,far post,shot,True,False,False,270275.0,2.52,10.84
4851,486,57.25,West Ham United,cross,65.88,18.26,penalty spot,shot,True,False,False,232730.0,57.89,4.22
4852,486,35.52,West Ham United,cross,41.44,14.71,penalty spot,shot,True,False,False,202695.0,21.7,4.37
4853,486,75.93,Bahia,indirect,54.31,28.53,far post,no outcome,False,False,False,164468.0,67.93,43.22
4854,486,25.87,Bahia,cross,8.8,41.71,penalty spot,goal,True,False,True,234612.0,69.28,36.35
4861,487,70.78,Wolfsberger AC,indirect,18.52,28.46,near post,second ball,False,False,False,244097.0,52.24,42.13
4862,487,39.1,AFC Bournemouth,direct,33.98,28.51,far post,second ball,False,False,False,236295.0,89.15,36.38
4863,487,45.45,Wolfsberger AC,cross,86.39,28.66,penalty spot,goal,True,False,True,231478.0,6.58,31.08
4864,487,24.42,AFC Bournemouth,cross,1.55,1.63,penalty spot,no outcome,False,False,False,244026.0,64.11,18.44
4871,488,32.01,SC Paderborn 07,layoff,55.29,21.01,far post,clearance,False,True,False,255736.0,20.84,6.58
4872,488,30.11,Parma,layoff,75.61,46.5,edge box,shot,True,False,False,212212.0,36.98,41.77
4873,488,19.2,Parma,layoff,2.24,8.43,far post,clearance,False,True,False,189177.0,35.56,47.66
4874,488,51.37,Parma,indirect,90.85,16.13,edge box,clearance,False,True,False,257637.0,43.31,43.2
4881,489,42.14,CSA,indirect,14.66,12.9,near post,clearance,False,True,False,236832.0,57.75,13.55
4882,489,56.79,Juventude,direct,24.32,23.77,far post,clearance,False,True,False,189251.0,29.41,42.39
4883,489,50.67,Juventude,direct,38.36,38.3,penalty spot,second ball,False,False,False,213414.0,6.86,32.09
4891,490,35.76,Austria Lustenau,indirect,6.44,1.37,penalty spot,clearance,False,True,False,230188.0,88.54,0.65
4892,490,24.25,Austria Lustenau,layoff,48.92,45.0,edge box,shot,True,False,False,204472.0,54.44,21.82
4901,491,48.89,Wolverhampton Wanderers,indirect,10.41,36.54,far post,second ball,False,False,False,228789.0,26.2,45.67
4902,491,87.41,Wolverhampton Wanderers,cross,34.09,34.72,edge box,shot,True,False,False,231242.0,80.88,49.25
4903,491,11.14,Wolverhampton Wanderers,indirect,85.52,46.93,near post,second ball,False,False,False,251470.0,1.82,10.03
4911,492,76.81,Fluminense,direct,8.8,36.58,edge box,clearance,False,True,False,193105.0,98.36,28.16
4912,492,49.44,Schalke 04,indirect,45.75,30.91,far post,shot,True,False,False,271198.0,33.03,32.41
4913,492,60.09,Schalke 04,layoff,52.61,36.66,penalty spot,clearance,False,True,False,202695.0,44.97,7.26
4914,492,79.76,Fluminense,indirect,73.6,7.83,edge box,clearance,False,True,False,206591.0,5.32,12.06
4921,493,41.8,Hartberg,layoff,85.55,1.35,penalty spot,shot,True,False,False,181318.0,78.16,17.55
4922,493,45.54,Hartberg,cross,40.71,44.65,penalty spot,clearance,False,True,False,230333.0,10.63,6.86
4923,493,37.69,Hartberg,indirect,94.61,1.0,far post,second ball,False,False,False,247734.0,90.38,24.54
4931,494,8.84,Santos,layoff,1.33,0.91,penalty spot,clearance,False,True,False,230353.0,35.38,0.24
4932,494,44.3,Borussia Mönchengladbach,indirect,84.9,15.26,far post,clearance,False,True,False,135587.0,56.81,28.9
4933,494,83.52,Borussia Mönchengladbach,cross,80.21,41.01,edge box,goal,True,False,True,230430.0,20.23,45.28
4934,494,1.5,Borussia Mönchengladbach,layoff,73.41,18.16,near post,clearance,False,True,False,186143.0,93.66,24.61
4941,495,39.47,FC Lokomotiv Moscow,layoff,95.63,48.55,edge box,second ball,False,False,False,239841.0,63.17,15.79
4942,495,26.56,SC Freiburg,cross,38.38,31.02,penalty spot,second ball,False,False,False,199769.0,36.52,18.22
4951,496,83.23,1. FSV Mainz 05,indirect,27.96,1.5,penalty spot,clearance,False,True,False,255001.0,89.35,42.93
4952,496,73.36,Salernitana,indirect,96.65,41.8,penalty spot,shot,True,False,False,253290.0,74.45,7.3
4953,496,89.08,1. FSV Mainz 05,direct,24.51,12.6,edge box,goal,True,False,True,121134.0,29.43,23.55
4954,496,50.83,Salernitana,direct,88.54,27.59,far post,clearance,False,True,False,208333.0,85.33,45.17
4961,497,27.87,Flamengo,cross,81.03,1.24,penalty spot,goal,True,False,True,229128.0,88.7,33.01
4971,498,85.3,Grêmio,direct,53.72,15.08,edge box,shot,True,False,False,230290.0,72.39,35.6
4972,498,47.21,Grêmio,layoff,10.9,17.69,far post,clearance,False,True,False,193061.0,35.0,14.79
4981,499,3.38,Southampton,layoff,84.79,12.25,far post,shot,True,False,False,192449.0,75.79,23.79
4982,499,51.37,Southampton,indirect,31.94,4.29,far post,second ball,False,False,False,237207.0,15.58,46.58
4983,499,84.84,VfL Bochum 1848,direct,56.68,44.75,far post,no outcome,False,False,False,263657.0,10.11,43.31
4984,499,36.23,VfL Bochum 1848,indirect,88.04,40.99,penalty spot,clearance,False,True,False,244349.0,39.89,36.9
4985,499,58.18,VfL Bochum 1848,direct,54.86,29.51,near post,clearance,False,True,False,201269.0,9.88,28.46
4991,500,53.23,Fluminense,cross,62.64,15.59,edge box,clearance,False,True,False,263315.0,83.22,6.41
4992,500,48.97,Fluminense,direct,31.6,29.39,penalty spot,shot,True,False,False,271046.0,72.44,35.18
4993,500,75.73,SK Rapid Wien,layoff,22.13,18.56,penalty spot,shot,True,False,False,263785.0,52.92,10.01
4994,500,52.94,Fluminense,layoff,3.18,25.95,near post,no outcome,False,False,False,241096.0,52.76,19.65
